full_text,category,user_id_str,username,created_at,klasifikasi Text Blob,klasifikasi_SVM
aku studi independen agavi kak beberapa temenku yang kuliah reguler,pengalaman keseluruhan,7.33E+17,anaknya_ikjun,Thu May 09 10:32:58 +0000 2024,Netral,Netral
makin besar diri makin besar masalah masalah keluarga kuliah studi independen sedih tiap liat foto mendiang ponakan masalah sama pacar paling epic hampir dilaporin polisi wkwkwk,pengalaman keseluruhan,1.38E+18,tonystaork,Thu May 09 06:37:21 +0000 2024,Positif,Positif
ugm_fess aku ngerasa butuh banget pengalaman mengembangkan diri dapet skill kalian mending msib magang studi independen,pengalaman keseluruhan,1.28E+18,UGM_FESS,Thu May 09 05:17:36 +0000 2024,Positif,Positif
 tau mitra studi independen msib mempelajari data mining mauu sekaliann persiapan skripsi makasii,proses belajar mengajar,1.05E+18,collegemenfess,Wed May 08 15:33:35 +0000 2024,Netral,Netral
magang studi independen berserikat daftarnya web kampus merdeka,pengalaman keseluruhan,1.79E+18,ghixls,Wed May 08 15:06:56 +0000 2024,Netral,Netral
studi independen dulu buat dapetin ilmunya baru dipraktekkan magang paling oke sih buat punya kuota,pengalaman keseluruhan,1.62E+18,startupcampusid,Wed May 08 10:31:42 +0000 2024,Positif,Positif
asik dong mau magang studi independen nih kak,pengalaman keseluruhan,1.62E+18,startupcampusid,Wed May 08 10:29:59 +0000 2024,Positif,Positif
msib dongg mau magang studi independen kak,pengalaman keseluruhan,1.62E+18,startupcampusid,Wed May 08 10:26:26 +0000 2024,Netral,Netral
dicari teman seperjuangan daftar msib msib season is coming buat calon msib ngejar studi independen join grup pejuang msib startup campus ayo join sekarang grup ditutup,administrasi,1.62E+18,startupcampusid,Wed May 08 10:22:39 +0000 2024,Positif,Positif
anak ugm daftar studi independen udah dapet surat rekomendasi ato yaa emang lama soalnya aku udah minggu laluu ugm_fess,administrasi,1.28E+18,UGM_FESS,Wed May 08 06:24:28 +0000 2024,Negatif,Negatif
 anak psikologi ikut studi independen ambil mitra mana,pengalaman keseluruhan,1.05E+18,collegemenfess,Wed May 08 02:28:39 +0000 2024,Netral,Netral
 guys prefer magang merdeka studi independen,pengalaman keseluruhan,1.05E+18,collegemenfess,Wed May 08 00:56:22 +0000 2024,Netral,Netral
pernah ikut studi independen bangkit msib batch belajar banyak banget sini silakan kalo mau nanya repliesdm,pengalaman keseluruhan,1.44E+18,haqikbr,Tue May 07 10:46:35 +0000 2024,Positif,Positif
nder kan kegiatan banyak studi independen exchange magang ngambil sc departemen kan buat nambahin justru kalo lu kuliah doang sayang banget masa mahasiswanya banyak kegiatan lu kerjain status mahasiswa,proses belajar mengajar,1.14E+18,localbil,Tue May 07 10:25:28 +0000 2024,Positif,Positif
kamu penasaran bagaimana pengalaman belajar cybers global indonesia ayo simak testimoni peserta keseruan manfaat studi independen,Pengalaman Keseluruhan,1.40E+18,TalentHubCybers,Tue May 07 05:57:27 +0000 2024,Negatif,Negatif
kamu penasaran bagaimana pengalaman belajar cybers global indonesia ayo simak testimoni peserta keseruan manfaat studi independen,Pengalaman Keseluruhan,1.40E+18,TalentHubCybers,Tue May 07 05:56:49 +0000 2024,Negatif,Negatif
kamu penasaran bagaimana pengalaman belajar cybers global indonesia ayo simak testimoni peserta keseruan manfaat studi independen,Pengalaman Keseluruhan,1.40E+18,TalentHubCybers,Tue May 07 05:55:47 +0000 2024,Negatif,Negatif
kamu penasaran bagaimana pengalaman belajar cybers global indonesia ayo simak testimoni peserta keseruan manfaat studi independen,Pengalaman Keseluruhan,1.40E+18,TalentHubCybers,Tue May 07 05:37:42 +0000 2024,Negatif,Negatif
mau ikut msib khususnya studi independen mitra bangkit ayo jam,Pengalaman Keseluruhan,17701463,carolinecullenz,Tue May 07 02:51:14 +0000 2024,Netral,Netral
studi independen kuota banyak harusnya keterima minimal asal syarat terpenuhi kalau magang lebih selektif kuota dikit,Pengalaman Keseluruhan,1.44E+18,haqikbr,Tue May 07 01:39:30 +0000 2024,Positif,Positif
 ikut studi independen spill dong kalian studpen trs kegiatannya ngapain aja,Pengalaman Keseluruhan,1.05E+18,collegemenfess,Mon May 06 14:53:25 +0000 2024,Netral,Netral
enak msib gaji studi independen engga njir,Administrasi,1.08E+18,notmeawa,Mon May 06 14:33:40 +0000 2024,Positif,Positif
pendaftaran magang studi independen angkatan halo warga teknik kimia dibuka pendaftaran program merdeka belajarkampus merdeka mbkm magang studi independen bersertifikat msib angkatan pendaftaran mbkm msib angkatan dibuka mulai,Administrasi,246126936,HMTKundip,Mon May 06 01:56:05 +0000 2024,Netral,Netral
 gais minta pendapat pertimbangan kalian ngga aku rencana mau ikut program studi independen luarannya skrips nah tim aku mau ambil topik bukan minat aku aku keberatan aku udah omongin ngga respon jdii what cont,Proses Belajar Mengajar,1.05E+18,collegemenfess,Sun May 05 20:42:44 +0000 2024,Netral,Netral
ambil studi independen aja nder mayan convert sampe sks pembelajarannya daring gua cocok introvert wkwk,Pengalaman Keseluruhan,1.23E+18,FadhliRobin,Sun May 05 16:53:09 +0000 2024,Netral,Netral
taun lalu sekarang hari pertama kerja as full timer ditengah tengah pusingnya skirpsi studi independen hamdallah,Pengalaman Keseluruhan,538867008,AldyGreget,Sun May 05 16:38:09 +0000 2024,Positif,Positif
aku kemarin studi independen sih ga sulit kok soalnya udah template mitranya,Pengalaman Keseluruhan,1.50E+18,rindoumoo,Sun May 05 11:43:42 +0000 2024,Positif,Positif
 share pengalaman kalian ikut studi independen,Pengalaman Keseluruhan,1.05E+18,collegemenfess,Sun May 05 03:06:44 +0000 2024,Netral,Netral
hai sobat sukses buat sobatsukses siap ikut msib batch tahun kabar gembira nih bsi career center menyelenggarakan sosialisasi program magang mahasiswa studi independen bersertifikat msib batch tahun,Administrasi,3225328626,bsi_jtw,Sat May 04 11:26:06 +0000 2024,Positif,Positif
info magang magang studi independen bersertifikat batch halo fisikawan hebat kesma update info magang nih magang studi independen bersertifikat msib merupakan program persiapan karier komprehensif memberikan kesempatan,Administrasi,1175278692,hmfundip,Fri May 03 12:05:30 +0000 2024,Positif,Positif
 guys ikut studi independen prefer semester tia,Pengalaman Keseluruhan,1.05E+18,collegemenfess,Fri May 03 11:02:52 +0000 2024,Netral,Netral
hai sobat sukses buat siap ikut msib batch tahun kabar gembira nih bsi career center menyelenggarakan sosialisasi program magang mahasiswa studi independen bersertifikat msib batch tahun,Administrasi,1635715416,bsi_dewisartika,Fri May 03 08:51:07 +0000 2024,Positif,Positif
aku mulai kelas online intern sama studi independen kampus merdeka nder sekarang struggling jg kok so kamu sendirii,Pengalaman Keseluruhan,1.76E+18,niceternally,Fri May 03 08:12:06 +0000 2024,Netral,Netral
info magang halo temanteman fikom diberitahukan pendaftaran program msib magang studi independen bersertifikat batch ataupun kampus mengajar batch dibuka alur pendaftaran dilihat melalui gambar terlampir,Administrasi,196136619,bemfikomunisba,Fri May 03 06:58:00 +0000 2024,Netral,Netral
fasilitasi biasa mahasiswa kampus gede sekarang diberikan kementerian gratis dibiayai dibuka seluasluasnya mahasiswa manapun jangan lupa mbkm ga cuma iisma msib lho kampus mengajar studi,Pengalaman Keseluruhan,90809267,dbrahmantyo,Thu May 02 15:18:28 +0000 2024,Positif,Positif
mjb kak pengunduran diri nya berhasil kak gimana kelanjutan pengunduran diri nya kak ikut msib studi independen batch mengundurkan diri dikenakan denda biaya mengambil si,Administrasi,1.19E+18,Nafisa08994602,Thu May 02 14:41:43 +0000 2024,Positif,Positif
kak izin nanya aku mau mengundurkan diri msib studi independen ngambil si nya gabisa dikonvers sks ga sejurusan kak kirakira denda biaya gitu kak baru mau sekarang mengundurkan diri msib,Administrasi,1.19E+18,Nafisa08994602,Thu May 02 14:31:40 +0000 2024,Netral,Netral
maksud nya nilai rekognisi semua jadi e apa kak aku rencana mau mengundurkan diri msib si denda biaya gitu gak kak soal nya jadwal kuliah tabrakan sama studi independen,Administrasi,1.19E+18,Nafisa08994602,Thu May 02 14:28:18 +0000 2024,Positif,Positif
kak izin nanya misalkan mau mengundurkan diri msib studi independen batch apa disuruh mengembalikan dana,Administrasi,1.19E+18,Nafisa08994602,Thu May 02 13:12:15 +0000 2024,Netral,Netral
info magang halo temanteman fikom diberitahukan pendaftaran program msib magang studi independen bersertifikat batch ataupun kampus mengajar batch dibuka alur pendaftaran dilihat melalui gambar terlampir,Administrasi,196136619,bemfikomunisba,Thu May 02 09:20:26 +0000 2024,Netral,Netral
rant of the day ngeliat perdebatan soal kipk kenaikan ukt jadi baru nyadar gimana kampus nyibukin mahasiswa buat ikut kegiatan magang studi independen pkl lah biar gk mikiran,Pengalaman Keseluruhan,1.57E+18,razgriz139,Thu May 02 06:14:26 +0000 2024,Netral,Netral
mahasiswa dibuat sibuk segala kegiatan magang lah studi independen pkl segala kegiatan terbaru biar gk waktu buat aktivitas,Pengalaman Keseluruhan,1.57E+18,razgriz139,Thu May 02 05:32:07 +0000 2024,Positif,Positif
msib studi independen,Pengalaman Keseluruhan,1.25E+18,mr_laprak,Wed May 01 13:52:56 +0000 2024,Netral,Netral
 saran biar tetep waras menghadapi kuliah sender semester ikut program studi independen rutin zoom malam hari tiap seninjumat ditambah tugas mata kuliah seabrek plsss sender pusing sekali tia semua hari kalian selalu berwarna,Pengalaman Keseluruhan,1.05E+18,collegemenfess,Wed May 01 12:40:09 +0000 2024,Positif,Positif
waduh semangat mahasiswa semester aku dulu semester kelasnya cuma apa ngambil studi independen jadi kerasa semangat,Pengalaman Keseluruhan,3225582474,tintedagony,Wed May 01 11:57:56 +0000 2024,Positif,Positif
ayo siapa mau nanya soal studi independen kampus merdeka aku terbuka buat semua pertanyaan semoga kejawab yaa biar gak bingung or clueless Ã¯_xf_,Proses Belajar Mengajar,1.13E+18,aintberriez,Wed May 01 11:01:29 +0000 2024,Negatif,Negatif
mjb aku dm kak mau tanya seputar studi independen,Proses Belajar Mengajar,1.37E+18,szasahira,Wed May 01 10:45:58 +0000 2024,Netral,Netral
pke cv ats english keterima magang sinarmas smaa brgm klo studi independen keterima revou maxima sekolah ekspor klo butuh review cv dm aja free kok,Pengalaman Keseluruhan,1.35E+18,Nocturnal381,Tue Apr 30 13:06:30 +0000 2024,Positif,Positif
melalui akun msib lowongan magang studi independen baru diposting mulai mei terhitung aejak msib terdapat surat rekomendasi manual wd petunjuk pendaftaran pengisian data silahkan menyimak video sosialisasi msib,Proses Belajar Mengajar,217485051,hmja_pnj,Tue Apr 30 07:25:32 +0000 2024,Positif,Positif
sosialisasi program msib angkatan halo akuntansi pendaftaran program mbkm magang studi independen bersertifikat angkatan dibuka mulai tanggal april juni kamu baru membuat akun mengajukan rekomendasi digital l,Proses Belajar Mengajar,217485051,hmja_pnj,Tue Apr 30 07:25:31 +0000 2024,Netral,Netral
sblm apply  pernah bbrapa kali part time sama studi independen x kak,Pengalaman Keseluruhan,1.44E+18,cipicapadubiii,Tue Apr 30 03:49:55 +0000 2024,Netral,Netral
work guys aku fresh graduate selama kuliah aku cuma pengalaman organisasi studi independen ga punya pengalaman magang kerja sama sekali sekarang aku pesimis takut ga dapet kerjaan sampe rasanya tiap hari takut insecure ga worth it cont,Pengalaman Keseluruhan,1.24E+18,worksfess,Mon Apr 29 12:40:20 +0000 2024,Negatif,Negatif
izin repost kak carfi jadi kemungkinan iismae tuh kek gini guys kalo sebutan mudahnya mah studi independen internasional langsung univ nya pelaksanaan stupen nya tetep online onsite,Pengalaman Keseluruhan,1.60E+18,akubebanibuku,Mon Apr 29 05:54:59 +0000 2024,Positif,Positif
aku studi independen,Pengalaman Keseluruhan,1.75E+18,Saglalunes,Mon Apr 29 01:53:31 +0000 2024,Netral,Netral
new post bergabunglah program msib angkatan persiapkan karier warta pendidikan jogja pendaftaran resmi dibuka angkatan program magang studi independen berse,Administrasi,1.77E+18,wartajogja_com,Mon Apr 29 01:51:01 +0000 2024,Positif,Positif
program magang studi independen bersertifikat msib angkatan dibuka ayo jadi bagian msib angkatan daftarkan dirimu sekarang info magang terbaru lainnya cek source ig magangmerdeka,Administrasi,7.76E+17,edulantern,Sun Apr 28 23:00:00 +0000 2024,Positif,Positif
 ikut studi independen stupen liat gambaran logbooknya gak aku bingung soalnya dulu buatnya perhari sekarang perbulan,Proses Belajar Mengajar,1.05E+18,collegemenfess,Sun Apr 28 10:25:20 +0000 2024,Positif,Positif
siapsiap mahasiswa program msib batch segera dibuka bersama oce indonesia mengundang kalian memperluas wawasan karir mengembangkan potensi kalianmsib studiindependen magang okoce msib,Administrasi,1.77E+18,okoce_info,Sun Apr 28 06:45:17 +0000 2024,Netral,Netral
bank btpn syariah unp gelar sosialisasi program magang studi independen bersertifikat,Proses Belajar Mengajar,1.57E+18,adindaardhiasa4,Sun Apr 28 03:51:31 +0000 2024,Netral,Netral
kalo aku kemarin ambil studi independen ambil ai kamu ambil data sciencedata analyst btw aku butuh responden st jurusan matematika penmatematik ilmu komputer statistika berkenan aku,Pengalaman Keseluruhan,1.48E+18,NurintanEdel,Sat Apr 27 15:38:11 +0000 2024,Netral,Netral
magang oke bangett temenku s digaji lumayan kerjanya gak memberatkan kalo studi independen tuh kayak ikut online course mirip sama kuliah pembelajarannya waktunya tergantung instansi aku udah ikut x generasi gigih,Pengalaman Keseluruhan,1.13E+18,aintberriez,Sat Apr 27 14:45:04 +0000 2024,Positif,Positif
aamiin semoga lolos yaa kamu maunya magang studi independen,Pengalaman Keseluruhan,1.13E+18,aintberriez,Sat Apr 27 14:40:31 +0000 2024,Netral,Netral
gaassss dulu aku ikut studi independen dapet uang saku,Pengalaman Keseluruhan,1.13E+18,aintberriez,Sat Apr 27 14:10:31 +0000 2024,Netral,Netral
msib udah mulai pendaftaran mau tanya dongggg batch sebelumnya lowongan magangkursus studi independen berkaitan sama statistika ,Proses Belajar Mengajar,1.05E+18,collegemenfess,Fri Apr 26 19:35:01 +0000 2024,Netral,Netral
sharing maksudnya sharing rencana selama masa perkuliahan magang studi independen organisasi skripsi ndapapa sih soalnya aku biasa sharing kaya cara bayar pajak cara minjem modal bank aman aja sih fine keduanya,Pengalaman Keseluruhan,1.57E+18,beealtz,Fri Apr 26 16:59:03 +0000 2024,Positif,Positif
halo guys disini punya anak usia tahun jadi mamah mudah papah muda sender butuh banget responden kriteria tersebut buat project studi independen pertanyaannya seputar pemberian gizi anak kok gampang minta bantuannya cont,Proses Belajar Mengajar,1.28E+18,convomfs,Fri Apr 26 07:56:32 +0000 2024,Positif,Positif
 halo semua maaf mau nanya apa daftar beberapa program mbkm sekaligus misal daftar msib studi independen kalo duanya diterima berarti salah satu ngga diambil apa mkasih bantu jawab,Proses Belajar Mengajar,1.05E+18,collegemenfess,Fri Apr 26 05:25:25 +0000 2024,Negatif,Negatif
studi independen sib lebih lengkapnya cek ig ut kak,Proses Belajar Mengajar,1.32E+18,avenirrever,Thu Apr 25 15:55:06 +0000 2024,Positif,Positif
allah semester depan aku allah aku mau ikut magang aja deh studi independen aja biar ga ngerjain tugas gituan,Proses Belajar Mengajar,1.14E+18,sensustani,Thu Apr 25 14:52:19 +0000 2024,Netral,Netral
dipikir knp gue seneng banget waktu studi independen gue fokus gitu loh kelasnya ttg tugasnya jg ttg gak kayak kuliah fokus matkul dgn beban beda,Pengalaman Keseluruhan,1.39E+18,notsoyancy,Thu Apr 25 12:04:57 +0000 2024,Positif,Positif
 guys mo nanya klo ikut studi independen masuk bagian education experience cv,Proses Belajar Mengajar,1.05E+18,collegemenfess,Thu Apr 25 11:57:37 +0000 2024,Netral,Netral
meanwhile gue bingung mau balik brin berapa bulan ikut studi independen apa ngga,Proses Belajar Mengajar,1.37E+18,fiinumae,Thu Apr 25 11:03:00 +0000 2024,Positif,Positif
unila studi independen sekaligus magang mandiri ga,Proses Belajar Mengajar,1.77E+18,unila_base,Thu Apr 25 06:05:52 +0000 2024,Netral,Netral
studi menyatakan payudara besar lebih disukai pria cenderung mandiri kurang independen kekanakan butuh payudara besar pegangan hidup,Pengalaman Keseluruhan,287583661,katanashihotaru,Thu Apr 25 05:58:39 +0000 2024,Positif,Positif
okeoke kirain studi independen gitu mitranya dibimbing,Proses Belajar Mengajar,1.51E+18,cmdcuy2,Thu Apr 25 00:38:06 +0000 2024,Positif,Positif
untukmu mahasiswa indonesia berbagai jurusan program kampus merdeka studi independen bersertifikat sepenuhnya biaya jadilah talenta digital berkaliber tinggi siap berkarier belajar bangkitÃ¢_xd_Ã¢_xd_,Proses Belajar Mengajar,8.70E+17,himalkomunri,Wed Apr 24 17:20:31 +0000 2024,Positif,Positif
general secretary compliance and legal intern awalnya jessica mendaftar program msib magang studi independen bersertifikat dinaungi langsung kemendikbud memilih magang danone indonesia merupakan perusahaan multinasional fmcg,Administrasi,155829582,UbayaOfficial,Wed Apr 24 09:37:54 +0000 2024,Positif,Positif
ohh gini rasanya jadi temen aku dapet studi independen dulu dikejar deadline tiap minggu wrwrwr,Pengalaman Keseluruhan,1.35E+18,Jeonmiaw,Tue Apr 23 17:28:16 +0000 2024,Positif,Positif
 permisi mau nanya kalau misal udah pernah ikut studi independen daftar buat ikut magang merdeka ga yaa,Proses Belajar Mengajar,1.05E+18,collegemenfess,Tue Apr 23 10:45:12 +0000 2024,Negatif,Negatif
semenjak ikut studi independen aku jd berterimakasih banyakbanyak kpd pak nadiem udh buat program bagiku bener bermanfaat ancritt malah skrg rasanya kuliah utamaku stupen,Pengalaman Keseluruhan,8.59E+17,badgalriwi,Tue Apr 23 10:10:40 +0000 2024,Positif,Positif
aku ikut studi independen jd rumah aja,Pengalaman Keseluruhan,1.27E+18,aurubrum,Tue Apr 23 10:08:36 +0000 2024,Netral,Netral
sehat sehat orang ambil studi independen kuliah offline,Pengalaman Keseluruhan,1.44E+18,sxnswette,Mon Apr 22 10:14:43 +0000 2024,Positif,Positif
iya beberapa kampus matkul wajib nya gampang convert nya dgn kampus merdeka magangstudi independen,Pengalaman Keseluruhan,4328616312,earliersunsets,Mon Apr 22 09:40:09 +0000 2024,Netral,Netral
 work mau nanya kan aku lg apply magang disuru kirim proposal nya nah sekarang kampus belom waktunya magang bulan agustus solusinya gimana yaa waktunya krna lg ikut studi independen nya mbkm saran dong kakak,Proses Belajar Mengajar,1.05E+18,collegemenfess,Mon Apr 22 09:05:26 +0000 2024,Netral,Netral
work mau nanya kan aku lg apply magang disuru kirim proposal nya nah sekarang kampus belom waktunya magang bulan agustus solusinya gimana yaa waktunya krna lg ikut studi independen nya mbkm saran dong kakak,Proses Belajar Mengajar,1.24E+18,worksfess,Mon Apr 22 09:04:15 +0000 2024,Netral,Netral
wah nyari magang kayak gitu kak aku kuliah gabut banget soalnya lgi studi independen pgn nyoba sampingan magang jg,Proses Belajar Mengajar,1.75E+18,doubleclo,Mon Apr 22 06:55:06 +0000 2024,Positif,Positif
iri aku kelas temen ku isinya banyak anak ambis saling support berbagi info kayak misal program studi independen bersks apa langsung sharing jadinya sekelas semester ikut program semua se,Pengalaman Keseluruhan,7.68E+17,Morianged,Mon Apr 22 02:33:48 +0000 2024,Positif,Positif
pernaaah ikut msib studi independen program nya bagus banget cuma kemarin tuh batch deh course nya kebanyakan digital marketing gitu aku coba ambil course seo specialist benerbener jauh banget matkul dikampus alhamdulilla,Pengalaman Keseluruhan,1.20E+18,rprmrprm,Wed Apr 17 02:13:52 +0000 2024,Positif,Positif
akuuuuu semester ikut studi independen aku worth banget sih kalau ikutnya sesuai sama penjurusan aku dapet nilai bagus semua kemarin insight nya banyak banget sekarang aku ikut mitra kali lebih seru polll,Pengalaman Keseluruhan,1.44E+18,sworndly,Wed Apr 17 02:13:22 +0000 2024,Netral,Netral
buat studi independen so far lumayan seru dapet tementemen baru keahlian baru sama portofolio project dimasukin cv buat nambah nilai jual buat kedepannya kegiatannya hari biasanya hari ja,Pengalaman Keseluruhan,1.09E+18,gillmonger,Wed Apr 17 01:50:37 +0000 2024,Positif,Positif
aku ikut msib kali pertama ambil studi independen dapetin skill tambahan sertifikat buat bagusin cv kedua periode keterima magang salah satu instansi bumn,Pengalaman Keseluruhan,1.09E+18,gillmonger,Wed Apr 17 01:48:24 +0000 2024,Positif,Positif
pernahnya coba sekali studi independen ga rekomen soalnya kaya kuliah biasa kebetulan aku dapet mitranya jelek jadi yaudah,Pengalaman Keseluruhan,2301247736,pet_the_kitten,Wed Apr 17 01:32:36 +0000 2024,Negatif,Negatif
lebih prefer mana kk pertukaran mahasiswa studi independen,Proses Belajar Mengajar,1.49E+18,sereyinn,Tue Apr 16 15:25:42 +0000 2024,Positif,Positif
rebu studi independen,Pengalaman Keseluruhan,1.10E+18,inii_ojan,Tue Apr 16 14:01:06 +0000 2024,Netral,Netral
hampir sama kurang lebih cuman setau ku studi independen peluang keterima nya lebih besar ga dapet bbh,Pengalaman Keseluruhan,2704151514,maulanafikri455,Tue Apr 16 12:59:35 +0000 2024,Positif,Positif
mas mau tanya kalo studi independen sendiri sama magang persiapannya beda,Proses Belajar Mengajar,1.55E+18,Mrx_Srk29,Tue Apr 16 12:34:55 +0000 2024,Netral,Netral
msib batch dibuka kapan kok gue liat webnya t msib magang merdeka cv portofolio batch studi independen,Proses Belajar Mengajar,8.77E+17,aesthusias,Tue Apr 16 09:59:25 +0000 2024,Netral,Netral
adaa aku abigail ikutan studi independen bentuknya bootcamp fully online,Pengalaman Keseluruhan,1.75E+18,consyapping,Tue Apr 16 05:21:47 +0000 2024,Netral,Netral
aku magang studi independen aja gak se berisik wahai anak magang overproud,Pengalaman Keseluruhan,1.41E+18,melatiiihhh,Mon Apr 15 17:42:49 +0000 2024,Netral,Netral
iyaa aku lebaran kemaren bawa laptop buat nyicil studi independen,Pengalaman Keseluruhan,1.71E+18,justmas2biasa,Mon Apr 15 14:37:21 +0000 2024,Netral,Netral
wew temen studi independen w ud married ajj,Pengalaman Keseluruhan,1.05E+18,canceriangil,Sun Apr 14 17:09:28 +0000 2024,Positif,Positif
boleeh aku pernah ikut studi independen,Pengalaman Keseluruhan,1.00E+18,kapuzziner,Sun Apr 14 05:23:30 +0000 2024,Netral,Netral
libur lebaran kepikiran terus tugas studi independen msib sm tubes njg,Pengalaman Keseluruhan,1.14E+18,satnitevibe,Fri Apr 12 07:00:46 +0000 2024,Netral,Netral
ih apa aku akhir juli lama bet bjir mau ketemu ayang kapan selesai studi independen nya,Pengalaman Keseluruhan,1.30E+18,uhiigh,Fri Apr 12 03:17:04 +0000 2024,Netral,Netral
selamat malam semuanya sebelumnya perkenalkan nama febi sedang mengerjakan project studi independen startup digital mengangkat tema terkait joki tugas dunia kuliah sedang mencari narasumber diwawancarai mengenai topik tersebut,Proses Belajar Mengajar,1.29E+18,anonmeuknow,Thu Apr 11 16:23:43 +0000 2024,Positif,Positif
kurang setuju emang dasarnya indeks pendidikan indo rendah aku ngeliat usaha pemerintah buat mencerdaskan bangsa apalgi blkgn kemdikbud buat program pertukaran pelajar msib studi independen nyempe,Proses Belajar Mengajar,1.24E+18,UlyaniAchmad,Thu Apr 11 01:14:11 +0000 2024,Netral,Netral
on boarding mahasiswa unidha malang program kampus mengajar angkatan magang studi independen bersertifikat angakatan sukses selalu rekanrekan mahasiswa unidha malang,Administrasi,1.21E+18,unidhamalang,Thu Apr 04 22:59:09 +0000 2024,Positif,Positif
ahahaha sekarang aje ikut studi independen orang bataknya kalo ngomong berasa ngegas anjoy dahal normal,Pengalaman Keseluruhan,1.18E+18,Cosm1cVoyager,Thu Apr 04 10:21:47 +0000 2024,Positif,Positif
studi independen ngapain aja,Proses Belajar Mengajar,1.11E+18,eodokyazumi,Thu Apr 04 03:11:46 +0000 2024,Netral,Netral
kak mutualan yuu mungkin aku sharing jugaa aku kebetulan ikut studi independen jugaa,Proses Belajar Mengajar,1.42E+18,floweringtales,Wed Apr 03 11:18:29 +0000 2024,Netral,Netral
tahun kemaren beres ngurusin hima dpm studi independen magang self rewardnya beli light stick ive nah usahakan nonton swih self reward tahun kuliah,Pengalaman Keseluruhan,1.56E+18,yisizonedx,Wed Apr 03 10:39:18 +0000 2024,Positif,Positif
klo studi independen ji ntar gimana konversi sks nya,Proses Belajar Mengajar,1.11E+18,eodokyazumi,Wed Apr 03 09:34:12 +0000 2024,Netral,Netral
kesian banget tementemen aku ikut studi independen nf serasa kerja rodi mana pas menyampaikan keluh kesah malah mau dikeluarin kan kek anti kritik banget,Pengalaman Keseluruhan,1.36E+18,n3wme_,Tue Apr 02 08:11:35 +0000 2024,Positif,Positif
studi ilmu pengetahuan modern bahkan menemukan kesadaran consciousness berinteraksi dgn alam semesta semakin membuktikan riset independen ttg topik creator god bukan sekedar fantasifiksi belaka,Proses Belajar Mengajar,1.64E+18,Seeking_truth90,Tue Apr 02 07:37:59 +0000 2024,Positif,Positif
kakk aku mau nanya ttg studi independen gak,Proses Belajar Mengajar,1.25E+18,garuferya,Tue Apr 02 05:39:42 +0000 2024,Netral,Netral
 kalian lebih milih studi independen magang,Proses Belajar Mengajar,1.05E+18,collegemenfess,Tue Apr 02 05:05:02 +0000 2024,Netral,Netral
skrg jam sehari soalnya studi independen,Pengalaman Keseluruhan,1.57E+18,beealtz,Mon Apr 01 18:40:37 +0000 2024,Netral,Netral
studi independen ran kaga uts,Pengalaman Keseluruhan,1.55E+18,yosefinatalie,Mon Apr 01 15:36:48 +0000 2024,Netral,Netral
siapa sangka remehin studi independen bakal dapet tugas lintas jurusan gak expect suruh bikin website polos pelompong begini hari ngoding allah abis saur ketemu buka lu bayangin aja maboknya gimana ampe nangis gue ngerjain,Pengalaman Keseluruhan,1.49E+18,jxxyoun,Sun Mar 31 22:57:54 +0000 2024,Negatif,Negatif
aku studi independen kak bidang data engineer,Pengalaman Keseluruhan,1.05E+18,tigabelasnih,Sun Mar 31 21:13:06 +0000 2024,Netral,Netral
 hi kakak kakak pernah ikut studi independen gak bersedia aku tanya tanya detail gitu,Proses Belajar Mengajar,1.05E+18,collegemenfess,Sun Mar 31 11:58:59 +0000 2024,Negatif,Negatif
day magang studi independen bersertifikat sahur nasi sayur daun pepaya lauk ayam tongseng ikan saus singapura buka nasi sate pak manto,Pengalaman Keseluruhan,1.26E+18,Atlitgelarkain,Sat Mar 30 14:23:00 +0000 2024,Negatif,Negatif
kit royal tropical institute merupakan pusat studi independen ahli berfokus sustainable economic development global health gender umkmbrigodigital reqread,Pengalaman Keseluruhan,1.76E+18,milamila_m,Wed Mar 27 07:24:26 +0000 2024,Positif,Positif
 studi independen konversi gess magangnya msibnya aja diconvert thankss,Proses Belajar Mengajar,1.05E+18,collegemenfess,Tue Mar 26 07:43:31 +0000 2024,Positif,Positif
frilens tp keteteran jg sie pdhl kuliah taun frilens trus perna magang studi independen kagak keteteran sekalinya skripsi keteteran,Pengalaman Keseluruhan,1.14E+18,bucinsiyoon,Mon Mar 25 13:50:07 +0000 2024,Netral,Netral
rl sini mahasiswa join msib studi independen temenan ayo lets talk about our daily life,Proses Belajar Mengajar,1.33E+18,ssefnum,Mon Mar 25 07:53:48 +0000 2024,Netral,Netral
iisma teman teman pengurus ikmaut lolos msib magang maupun studi independen batch lho pokoknya ga rugi deh jadi anggota maupun penggurus ikmaut,Pengalaman Keseluruhan,1.34E+18,IkmaUt,Mon Mar 25 05:09:17 +0000 2024,Netral,Netral
angkatanku malah kelas inter diarahin ikut iisma kalo reguler diarahin mbkmmagang biasa kalo mau ikut studi independen iisma berasa ribet banget selalu ditanyain gak coba mbkm aja magang nyari sendiri aja gak terlalu diurus selalu mbkm diprioritasin,Pengalaman Keseluruhan,1.63E+18,valebntine,Sun Mar 24 21:04:03 +0000 2024,Negatif,Negatif
imho msib permagangan harusnya lebih ditekenin buat diploma sarjana terapan sarjana harusnya studi independen dikuatin memprovide sarjana mengembangkan mengaplikasikan keilmuan masyarakat,Proses Belajar Mengajar,1320274640,ProfMelankolis,Sat Mar 23 17:46:16 +0000 2024,Positif,Positif
