full_text,category,user_id_str,username,created_at,tokenized,stemmed,tweet_english,klasifikasi
prof john mearsheimer berbicara pusat studi independen cis masalah besar dihadapi israel,pengalaman keseluruhan,78754065,50yearjourney,Sat May 18 22:45:05 +0000 2024,"['prof', 'john', 'mearsheimer', 'berbicara', 'pusat', 'studi', 'independen', 'cis', 'masalah', 'besar', 'dihadapi', 'israel']",prof john mearsheimer bicara pusat studi independen cis masalah besar hadap israel,Prof. John Mearsheimer Speaking of Independent Study Center CIS Great Problems Faced with Israel,Positif
keterima studi independen sayour dapet golden ticket aamiin,pengalaman keseluruhan,1.31E+18,eunathereal,Sat May 18 22:19:27 +0000 2024,"['keterima', 'studi', 'independen', 'sayour', 'dapet', 'golden', 'ticket', 'aamiin']",terima studi independen sayour dapet golden ticket aamiin,ACCORDING TO SAYOUR INDEPENDENT STUDY GET GOLDEN TICKET AAMIIN,Positif
komputer lakeside bukan bagian kurikulum umum termasuk program studi independen morgan housel psychology of money,pengalaman keseluruhan,1.78E+18,sarkaxme,Fri May 17 06:17:34 +0000 2024,"['komputer', 'lakeside', 'bukan', 'bagian', 'kurikulum', 'umum', 'termasuk', 'program', 'studi', 'independen', 'morgan', 'housel', 'psychology', 'of', 'money']",komputer lakeside bukan bagi kurikulum umum masuk program studi independen morgan housel psychology of money,Lakeside computers are not parts of the general curriculum including the independent study program Morgan Houseel Psychology of Money,Positif
wah wah banyak nyari studi independen nih ga nyangkaa,pengalaman keseluruhan,1.62E+18,startupcampusid,Fri May 17 04:08:44 +0000 2024,"['wah', 'wah', 'banyak', 'nyari', 'studi', 'independen', 'nih', 'ga', 'nyangkaa']",wah wah banyak nyari studi independen nih ga nyangkaa,"wow, I was looking for an independent study, I didn't think",Positif
trek apa aja sih studi independen startup campus benefitnya apa aja sistem belajarnya gimana semua diakses link berikut yaa join komunitas pejuang msib sc biar ga ketinggalan updatenya,proses belajar mengajar,1.62E+18,startupcampusid,Fri May 17 03:59:21 +0000 2024,"['trek', 'apa', 'aja', 'sih', 'studi', 'independen', 'startup', 'campus', 'benefitnya', 'apa', 'aja', 'sistem', 'belajarnya', 'gimana', 'semua', 'diakses', 'link', 'berikut', 'yaa', 'join', 'komunitas', 'pejuang', 'msib', 'sc', 'biar', 'ga', 'ketinggalan', 'updatenya']",trek apa aja sih studi independen startup campus benefitnya apa aja sistem ajar gimana semua akses link ikut yaa join komunitas juang msib sc biar ga tinggal updatenya,"What tracks are the Independent Startup Campus Benefit studies, what are the learning systems, how are all the following links to join the Msib SC warrior community so they don't miss the update",Netral
 permisi apa tau maksimal ikut mbkm berapa kali misal ikut studi independen x kemudian ikut pmm,proses belajar mengajar,1.05E+18,collegemenfess,Fri May 17 01:01:36 +0000 2024,"['permisi', 'apa', 'tau', 'maksimal', 'ikut', 'mbkm', 'berapa', 'kali', 'misal', 'ikut', 'studi', 'independen', 'x', 'kemudian', 'ikut', 'pmm']",permisi apa tau maksimal ikut mbkm berapa kali misal ikut studi independen x kemudian ikut pmm,"Excuse me what know the maximum of joining MBKM how many times, for example, join an independent study X then join PMM",Positif
halooo pernah ikut studi independen kampus merdeka bagian machine learning gak aku mau tanyatanyaaaa makasih,proses belajar mengajar,1.33E+18,tanyakanrl,Fri May 17 00:44:34 +0000 2024,"['halooo', 'pernah', 'ikut', 'studi', 'independen', 'kampus', 'merdeka', 'bagian', 'machine', 'learning', 'gak', 'aku', 'mau', 'tanyatanyaaaa', 'makasih']",halooo pernah ikut studi independen kampus merdeka bagi machine learning gak aku mau tanyatanyaaaa makasih,"Hello, I have participated in an independent study of the Merdeka Campus Section Machine Learning, I don't want to ask me, thanks",Positif
 halooo pernah ikut studi independen kampus merdeka bagian machine learning gak aku mau tanyatanyaaaa makasih,proses belajar mengajar,1.05E+18,collegemenfess,Fri May 17 00:44:12 +0000 2024,"['halooo', 'pernah', 'ikut', 'studi', 'independen', 'kampus', 'merdeka', 'bagian', 'machine', 'learning', 'gak', 'aku', 'mau', 'tanyatanyaaaa', 'makasih']",halooo pernah ikut studi independen kampus merdeka bagi machine learning gak aku mau tanyatanyaaaa makasih,"Hello, I have participated in an independent study of the Merdeka Campus Section Machine Learning, I don't want to ask me, thanks",Positif
temenku dulu ikutan nder sekarang ambil studi independen kalau habis lulus kamu mau buka bisnis wirausaha cocok buat kalau kamu mau berkarier korporat mending ambil magang merdeka aja,pengalaman keseluruhan,8.98E+17,ngestalks,Thu May 16 22:26:39 +0000 2024,"['temenku', 'dulu', 'ikutan', 'nder', 'sekarang', 'ambil', 'studi', 'independen', 'kalau', 'habis', 'lulus', 'kamu', 'mau', 'buka', 'bisnis', 'wirausaha', 'cocok', 'buat', 'kalau', 'kamu', 'mau', 'berkarier', 'korporat', 'mending', 'ambil', 'magang', 'merdeka', 'aja']",temenku dulu ikut nder sekarang ambil studi independen kalau habis lulus kamu mau buka bisnis wirausaha cocok buat kalau kamu mau karier korporat mending ambil magang merdeka aja,"My friend first followed nder now take an independent study if you graduate you want to open an entrepreneurial business suitable for if you want to have a corporate career, just take an independent internship",Positif
ikut stupen berasa gabut plss ternyata gini rasanya ikut studi independen,proses belajar mengajar,1.38E+18,jupjupaaww,Thu May 16 14:17:52 +0000 2024,"['ikut', 'stupen', 'berasa', 'gabut', 'plss', 'ternyata', 'gini', 'rasanya', 'ikut', 'studi', 'independen']",ikut stupen asa gabut plss nyata gin rasa ikut studi independen,"Joining Stupen Feeling Plss Turns out like this, it feels like participating in an independent study",Netral
kabar gembira nih bestie pendaftaran studi independen bersertifikat batch myskill dibuka nih scroll buat tau kelas apa aja,administrasi,1.30E+18,myskill_id,Thu May 16 12:51:09 +0000 2024,"['kabar', 'gembira', 'nih', 'bestie', 'pendaftaran', 'studi', 'independen', 'bersertifikat', 'batch', 'myskill', 'dibuka', 'nih', 'scroll', 'buat', 'tau', 'kelas', 'apa', 'aja']",kabar gembira nih bestie daftar studi independen sertifikat batch myskill buka nih scroll buat tau kelas apa aja,"Good news, Bestie, Registration for Independent Studies, Certified Batch MySkill is opened, scroll to know any class",Positif
 temen mau nanya dooong studi independen belajarnya real case bukan study case cias yaaa khususnya lingkup digital marketing makasiii,proses belajar mengajar,1.05E+18,collegemenfess,Thu May 16 12:25:06 +0000 2024,"['temen', 'mau', 'nanya', 'dooong', 'studi', 'independen', 'belajarnya', 'real', 'case', 'bukan', 'study', 'case', 'cias', 'yaaa', 'khususnya', 'lingkup', 'digital', 'marketing', 'makasiii']",temen mau nanya dooong studi independen ajar real case bukan study case cias yaaa khusus lingkup digital marketing makasiii,"Friends want to ask for an independent study of real case learning, not a study case, especially, especially the scope of digital marketing, then",Positif
punya cv oke banget pesaingnya banyak makannya magang biasanya ikut studi independen dulu sih biar ilmunya dapet dulu,pengalaman keseluruhan,1.62E+18,startupcampusid,Wed May 15 10:40:00 +0000 2024,"['punya', 'cv', 'oke', 'banget', 'pesaingnya', 'banyak', 'makannya', 'magang', 'biasanya', 'ikut', 'studi', 'independen', 'dulu', 'sih', 'biar', 'ilmunya', 'dapet', 'dulu']",punya cv oke banget saing banyak makan magang biasa ikut studi independen dulu sih biar ilmu dapet dulu,"Having a CV is really okay, the competitors eat a lot of interns, usually take an independent study first so that the knowledge is to get the knowledge first",Positif
sedia payung hujan alias daftar mitra studi independen baru coba daftar magang batch selanjutnya belajar ilmunya dulu praktek kemudian,proses belajar mengajar,1.62E+18,startupcampusid,Wed May 15 10:37:45 +0000 2024,"['sedia', 'payung', 'hujan', 'alias', 'daftar', 'mitra', 'studi', 'independen', 'baru', 'coba', 'daftar', 'magang', 'batch', 'selanjutnya', 'belajar', 'ilmunya', 'dulu', 'praktek', 'kemudian']",sedia payung hujan alias daftar mitra studi independen baru coba daftar magang batch lanjut ajar ilmu dulu praktek kemudian,"Available rainy umbrella, aka a list of independent study partners, just try a list of batch interns and then learn knowledge first, practice later",Positif
need jasa bkin cv ats kl bs pke b ingg lolos msib studi independen bkin portofolio jg drop fee bawah thx,pengalaman keseluruhan,1.47E+18,sasaanakmicin,Wed May 15 10:35:33 +0000 2024,"['need', 'jasa', 'bkin', 'cv', 'ats', 'kl', 'bs', 'pke', 'b', 'ingg', 'lolos', 'msib', 'studi', 'independen', 'bkin', 'portofolio', 'jg', 'drop', 'fee', 'bawah', 'thx']",need jasa bkin cv ats kl bs pke b ingg lolos msib studi independen bkin portofolio jg drop fee bawah thx,Need Services to Make Cv Ats Kl Can Use B England Passing Msib Independent Study Bkin Portfolio Als,Netral
 program msib studi independen emg daftar keluar prgram websitenya soalnya kosong web kampus merdekanya,pengalaman keseluruhan,1.05E+18,collegemenfess,Wed May 15 04:53:05 +0000 2024,"['program', 'msib', 'studi', 'independen', 'emg', 'daftar', 'keluar', 'prgram', 'websitenya', 'soalnya', 'kosong', 'web', 'kampus', 'merdekanya']",program msib studi independen emg daftar keluar prgram websitenya soal kosong web kampus merdeka,MSIB Program Independent Study Emg Emg LIST OF WEBSITE WEBSITE PRGRAM The problem is empty,Negatif
 guys mau nanya kan aku buka web kampus merdeka rencana mau daftar program studi independen tp kok pas mau liat apa aja dibuka kok malah nampil gini apa rekomendasi kampus acc soalnya aku buka bagian magang lgsg keliatan cont,pengalaman keseluruhan,1.05E+18,collegemenfess,Wed May 15 04:21:41 +0000 2024,"['guys', 'mau', 'nanya', 'kan', 'aku', 'buka', 'web', 'kampus', 'merdeka', 'rencana', 'mau', 'daftar', 'program', 'studi', 'independen', 'tp', 'kok', 'pas', 'mau', 'liat', 'apa', 'aja', 'dibuka', 'kok', 'malah', 'nampil', 'gini', 'apa', 'rekomendasi', 'kampus', 'acc', 'soalnya', 'aku', 'buka', 'bagian', 'magang', 'lgsg', 'keliatan', 'cont']",guys mau nanya kan aku buka web kampus merdeka rencana mau daftar program studi independen tp kok pas mau liat apa aja buka kok malah nampil gin apa rekomendasi kampus acc soal aku buka bagi magang lgsg liat cont,"Guys want to ask, I open the Merdeka campus web, plan to list independent study programs, but how come I want to see anything, how come it's open, even what is the recommendation of the ACC campus because I open the apprenticeship section.",Netral
studi independen batch sekarang blm daftar kok kosong,pengalaman keseluruhan,1.21E+18,hershonistyle,Wed May 15 01:13:01 +0000 2024,"['studi', 'independen', 'batch', 'sekarang', 'blm', 'daftar', 'kok', 'kosong']",studi independen batch sekarang blm daftar kok kosong,Independent batch study now hasn't list it empty,Negatif
fokus tap sama karil nder smt keatas aku smt ikut studi independen batch keras bangett smt penuh assignment mentoring cycle meeting sekarang final project kerasa banget capeknya,proses belajar mengajar,9.36E+17,damnfcksht,Tue May 14 16:28:58 +0000 2024,"['fokus', 'tap', 'sama', 'karil', 'nder', 'smt', 'keatas', 'aku', 'smt', 'ikut', 'studi', 'independen', 'batch', 'keras', 'bangett', 'smt', 'penuh', 'assignment', 'mentoring', 'cycle', 'meeting', 'sekarang', 'final', 'project', 'kerasa', 'banget', 'capeknya']",fokus tap sama karil nder smt atas aku smt ikut studi independen batch keras bangett smt penuh assignment mentoring cycle meeting sekarang final project rasa banget capek,Focus on tap with karil nder smt and above I joined an independent study of hard batch really full of Assignment Mentoring Cycle Meeting now the final project is really tired,Negatif
min gak niatan jadi mitra studi independen kampus merdeka,pengalaman keseluruhan,1.60E+18,shuixianch,Tue May 14 16:07:43 +0000 2024,"['min', 'gak', 'niatan', 'jadi', 'mitra', 'studi', 'independen', 'kampus', 'merdeka']",min gak niat jadi mitra studi independen kampus merdeka,"Min, not the intention to be an independent study partner of the Merdeka Campus",Netral
sebenarnya masalah pokok ptn berubah jadi ptn bh ptnbhÃ¢ memiliki otonomi diperluas mengizinkan pt utk mengatur rumah tangganya independen misalnya ptnbh memutuskan membuka menutup program studi n menentukan ukt mandiri,administrasi,1.22E+18,WongAlasRoban,Tue May 14 14:09:23 +0000 2024,"['sebenarnya', 'masalah', 'pokok', 'ptn', 'berubah', 'jadi', 'ptn', 'bh', 'ptnbhÃ¢', 'memiliki', 'otonomi', 'diperluas', 'mengizinkan', 'pt', 'utk', 'mengatur', 'rumah', 'tangganya', 'independen', 'misalnya', 'ptnbh', 'memutuskan', 'membuka', 'menutup', 'program', 'studi', 'n', 'menentukan', 'ukt', 'mandiri']",benar masalah pokok ptn ubah jadi ptn bh ptnbh milik otonomi luas izin pt utk atur rumah tangga independen misal ptnbh putus buka tutup program studi n tentu ukt mandiri,"Actually, the main issue of PTN changed to PTN BH PTNBHã ¢ Having an expanded autonomy allowing PT to manage its household independent, for example PTNBH decided to open the study program to determine the UKT Mandiri",Positif
ambil keputusan ikut studi independen msib ga pernah aku sesalin seumur hidup ikut pikiran aku bener bener berubah aku jadi punya semangat buat lanjutin mimpi tau sebenernya apaa mimpi cita citaku apa rencaku on my long term and short term,pengalaman keseluruhan,1.67E+18,pieicebear_,Tue May 14 13:21:17 +0000 2024,"['ambil', 'keputusan', 'ikut', 'studi', 'independen', 'msib', 'ga', 'pernah', 'aku', 'sesalin', 'seumur', 'hidup', 'ikut', 'pikiran', 'aku', 'bener', 'bener', 'berubah', 'aku', 'jadi', 'punya', 'semangat', 'buat', 'lanjutin', 'mimpi', 'tau', 'sebenernya', 'apaa', 'mimpi', 'cita', 'citaku', 'apa', 'rencaku', 'on', 'my', 'long', 'term', 'and', 'short', 'term']",ambil putus ikut studi independen msib ga pernah aku salin umur hidup ikut pikir aku bener bener ubah aku jadi punya semangat buat lanjutin mimpi tau sebenernya apaa mimpi cita cita apa rencaku on my long term and short term,"take the decision to take an independent study of Msib, I never realized my life in my mind.",Netral
semenjak ikut studi independen msib my new dream was created kkk awalnyaa gapunya mimpi jurusan kuliah dipandang sebelah mata sama org kaya yaudahlah udah lulus cari kerja aja penting diterima but everything has changed pas aku ikut stupen,pengalaman keseluruhan,1.67E+18,pieicebear_,Tue May 14 13:21:16 +0000 2024,"['semenjak', 'ikut', 'studi', 'independen', 'msib', 'my', 'new', 'dream', 'was', 'created', 'kkk', 'awalnyaa', 'gapunya', 'mimpi', 'jurusan', 'kuliah', 'dipandang', 'sebelah', 'mata', 'sama', 'org', 'kaya', 'yaudahlah', 'udah', 'lulus', 'cari', 'kerja', 'aja', 'penting', 'diterima', 'but', 'everything', 'has', 'changed', 'pas', 'aku', 'ikut', 'stupen']",semenjak ikut studi independen msib my new dream was created kkk awalnyaa gapunya mimpi jurus kuliah pandang belah mata sama org kaya yaudahlah udah lulus cari kerja aja penting terima but everything has changed pas aku ikut stupen,"Since participating in an independent study of Msib My New Dream was created kkk, initially the dream of college majoring in college is underestimated by people, that's already already graduated looking for work, but everything is accepted but everything has changed when I joined the stupen",Positif
mahasiswa uny pernah ikut program mbkm studi independen pas kkn ga honest reviewnya dongg kak tia,pengalaman keseluruhan,1.32E+18,UNY_Base,Tue May 14 11:05:37 +0000 2024,"['mahasiswa', 'uny', 'pernah', 'ikut', 'program', 'mbkm', 'studi', 'independen', 'pas', 'kkn', 'ga', 'honest', 'reviewnya', 'dongg', 'kak', 'tia']",mahasiswa uny pernah ikut program mbkm studi independen pas kkn ga honest reviewnya dongg kak tia,UNY students have participated,Netral
setauku kalo studi independen semua jurusan kalo magang cuman bbrp jurusan oiya pastiin program kamu ambil linear sama mata kuliah kamu biar dikonversi minimal konversi sks maksimal,pengalaman keseluruhan,1.55E+18,yoloobund,Tue May 14 10:48:12 +0000 2024,"['setauku', 'kalo', 'studi', 'independen', 'semua', 'jurusan', 'kalo', 'magang', 'cuman', 'bbrp', 'jurusan', 'oiya', 'pastiin', 'program', 'kamu', 'ambil', 'linear', 'sama', 'mata', 'kuliah', 'kamu', 'biar', 'dikonversi', 'minimal', 'konversi', 'sks', 'maksimal']",tau kalo studi independen semua jurus kalo magang cuman bbrp jurus oiya pastiin program kamu ambil linear sama mata kuliah kamu biar konversi minimal konversi sks maksimal,"Setauku if the independent study of all majors if the internship is only a few majors oiya, make sure your program takes linear with your course so that it is converted to a minimum of maximum SKS conversion",Positif
tanyarl guys pernah ikut magang msib studi independen ceritain gaaa kirakira ngapain aja dah suka dukanya t___t,pengalaman keseluruhan,1371650588,tanyarlfes,Tue May 14 10:04:25 +0000 2024,"['tanyarl', 'guys', 'pernah', 'ikut', 'magang', 'msib', 'studi', 'independen', 'ceritain', 'gaaa', 'kirakira', 'ngapain', 'aja', 'dah', 'suka', 'dukanya', 't___t']",tanyarl guys pernah ikut magang msib studi independen ceritain gaaa kirakira ngapain aja dah suka duka t t,"tanyars guys have participated in an independent study of Msib, Gaaa, what are you doing, and what do you like to like the grief",Negatif
magang studi independen bersertifikat batch halo warga ekonomi kamu mau ikutan msib batch wajib perhatikan atas pendaftaran lancar ayo simak informasi atas narahubung naura id line nauyaz iqbal id line iqbal,administrasi,206872736,BEMFEBUNDIP,Tue May 14 06:11:09 +0000 2024,"['magang', 'studi', 'independen', 'bersertifikat', 'batch', 'halo', 'warga', 'ekonomi', 'kamu', 'mau', 'ikutan', 'msib', 'batch', 'wajib', 'perhatikan', 'atas', 'pendaftaran', 'lancar', 'ayo', 'simak', 'informasi', 'atas', 'narahubung', 'naura', 'id', 'line', 'nauyaz', 'iqbal', 'id', 'line', 'iqbal']",magang studi independen sertifikat batch halo warga ekonomi kamu mau ikut msib batch wajib perhati atas daftar lancar ayo simak informasi atas narahubung naura id line nauyaz iqbal id line iqbal,Internship Independent Study Certified Batch Halo Economics Citizens You want to join MSIB Batch must pay attention to smooth registration Come refer to information on Naura Id Line Nauyaz Iqbal ID Line Iqbal,Positif
jabarnow mei putus sekolah cirebon studi tour ciater subang tasik ciamis independen wanita pemotor bogor tewas malaysia jokowi miliar hadiah gratis anak sd bpjs pendek po bus prayforsumbar muhammadiyah,pengalaman keseluruhan,83528520,GilangPambudhi,Tue May 14 05:57:13 +0000 2024,"['jabarnow', 'mei', 'putus', 'sekolah', 'cirebon', 'studi', 'tour', 'ciater', 'subang', 'tasik', 'ciamis', 'independen', 'wanita', 'pemotor', 'bogor', 'tewas', 'malaysia', 'jokowi', 'miliar', 'hadiah', 'gratis', 'anak', 'sd', 'bpjs', 'pendek', 'po', 'bus', 'prayforsumbar', 'muhammadiyah']",jabarnow mei putus sekolah cirebon studi tour ciater subang tasik ciamis independen wanita motor bogor tewas malaysia jokowi miliar hadiah gratis anak sd bpjs pendek po bus prayforsumbar muhammadiyah,Jabarnow May dropped out of school Cirebon study Tour Ciater Subang Tasik Ciamis Independent Women Bogor Motorborn Killed Malaysia Billion FREE Prizes of BPJS Short Elementary School Children PO BUS PrayForsumbar Muhammadiyah,Positif
ak ikut msib bagian studi independen si kak jadi lebih fokus satu bidang diminati pelaksanaannya online poin plusnya dapet sertifikasi terkait bidang diambil dapet dimasukkan linkedin da,pengalaman keseluruhan,1.55E+18,yoloobund,Tue May 14 04:51:10 +0000 2024,"['ak', 'ikut', 'msib', 'bagian', 'studi', 'independen', 'si', 'kak', 'jadi', 'lebih', 'fokus', 'satu', 'bidang', 'diminati', 'pelaksanaannya', 'online', 'poin', 'plusnya', 'dapet', 'sertifikasi', 'terkait', 'bidang', 'diambil', 'dapet', 'dimasukkan', 'linkedin', 'da']",ak ikut msib bagi studi independen si kak jadi lebih fokus satu bidang mati laksana online poin plus dapet sertifikasi kait bidang ambil dapet masuk linkedin da,AK joined the MSIB Independent Study Section Si Kak became more focused on one field of interest in the implementation of online points plus get certification related to the field taken to be included LinkedIn DA,Positif
projek studi independen,pengalaman keseluruhan,2757597425,slythselen,Tue May 14 01:37:16 +0000 2024,"['projek', 'studi', 'independen']",projek studi independen,Independent Study Project,Netral
ikutan km hibah mbkm uns trs milih asistensi mengajar studi independen tp cari tau dlu matkul aja bakal dikonversi prodimu biar ntar belakang ga riweuh,pengalaman keseluruhan,1.34E+18,lavanyashcara,Mon May 13 15:45:22 +0000 2024,"['ikutan', 'km', 'hibah', 'mbkm', 'uns', 'trs', 'milih', 'asistensi', 'mengajar', 'studi', 'independen', 'tp', 'cari', 'tau', 'dlu', 'matkul', 'aja', 'bakal', 'dikonversi', 'prodimu', 'biar', 'ntar', 'belakang', 'ga', 'riweuh']",ikut km hibah mbkm uns trs milih asistensi ajar studi independen tp cari tau dlu matkul aja bakal konversi prodimu biar ntar belakang ga riweuh,follow the mbkm grant uns then choose assistance to teach independent studies but find out just dat Matkul will be converted to your program so that the back will not be riweuh,Netral
um sekarang ikut studi independen trus rencana mau ikut msib,pengalaman keseluruhan,7.41E+17,um_fess,Mon May 13 13:27:44 +0000 2024,"['um', 'sekarang', 'ikut', 'studi', 'independen', 'trus', 'rencana', 'mau', 'ikut', 'msib']",um sekarang ikut studi independen trus rencana mau ikut msib,UM is now in an independent study and then plans to join MSIB,Netral
ut semester depan sender udh semester sini ngga pernah ikut program studi independen kampus merdeka aku mau tanya,pengalaman keseluruhan,1.45E+18,utfess,Mon May 13 11:18:54 +0000 2024,"['ut', 'semester', 'depan', 'sender', 'udh', 'semester', 'sini', 'ngga', 'pernah', 'ikut', 'program', 'studi', 'independen', 'kampus', 'merdeka', 'aku', 'mau', 'tanya']",ut semester depan sender udh semester sini ngga pernah ikut program studi independen kampus merdeka aku mau tanya,ut next semester Sender Udh Semester here never participated in the Independent Campus Merdeka I want to ask,Netral
magangnya ternyata studi independen gk diizinin,pengalaman keseluruhan,1.32E+18,usumfs,Mon May 13 10:35:01 +0000 2024,"['magangnya', 'ternyata', 'studi', 'independen', 'gk', 'diizinin']",magang nyata studi independen gk diizinin,The internship turned out to be an independent study of GK was permitted,Netral
bangkit academy kak msib studi independen,pengalaman keseluruhan,1.57E+18,beealtz,Mon May 13 09:55:47 +0000 2024,"['bangkit', 'academy', 'kak', 'msib', 'studi', 'independen']",bangkit academy kak msib studi independen,Bangkit Academy Kak Msib Independent Study,Netral
semenjak ikut studi independen makin nolep aja gua bjir,pengalaman keseluruhan,1.38E+18,tonystaork,Mon May 13 03:32:51 +0000 2024,"['semenjak', 'ikut', 'studi', 'independen', 'makin', 'nolep', 'aja', 'gua', 'bjir']",semenjak ikut studi independen makin nolep aja gua bjir,"Since I took part in an independent study, it was even more nolep, I was bjir",Positif
msib magang udah jera ambil studi independen,pengalaman keseluruhan,1.38E+18,tonystaork,Mon May 13 03:30:47 +0000 2024,"['msib', 'magang', 'udah', 'jera', 'ambil', 'studi', 'independen']",msib magang udah jera ambil studi independen,MSIB Internship has been deterred of taking independent studies,Netral
klp studi independen konversi sks jg kak,pengalaman keseluruhan,1.53E+18,3000ilyieu,Mon May 13 01:51:19 +0000 2024,"['klp', 'studi', 'independen', 'konversi', 'sks', 'jg', 'kak']",klp studi independen konversi sks jg kak,Klp Independent Study Conversion SKS JG Sis,Netral
tergantung pilihan kmu magang studi independen,pengalaman keseluruhan,1.59E+18,yorozuyaginyan,Sun May 12 12:46:11 +0000 2024,"['tergantung', 'pilihan', 'kmu', 'magang', 'studi', 'independen']",gantung pilih kmu magang studi independen,depending on your choice of independent study internship,Netral
kalo magang magang kalo studi independen belajar,pengalaman keseluruhan,1.35E+18,sukanumpuktugas,Sun May 12 12:45:19 +0000 2024,"['kalo', 'magang', 'magang', 'kalo', 'studi', 'independen', 'belajar']",kalo magang magang kalo studi independen ajar,If an internship is an independent study of learning,Netral
magang exchange mengajar studi independen,pengalaman keseluruhan,1.46E+18,yoocrn,Sun May 12 12:42:37 +0000 2024,"['magang', 'exchange', 'mengajar', 'studi', 'independen']",magang exchange ajar studi independen,Internship Exchange Teaching Independent Studies,Netral
magang studi independen magang praktik kerja bareng perusahaan langsung kalau studi independen kaya bootcamp online mengenai hardskill dunia kerja bareng expert,pengalaman keseluruhan,1.60E+18,txtdarimaskael5,Sun May 12 12:36:58 +0000 2024,"['magang', 'studi', 'independen', 'magang', 'praktik', 'kerja', 'bareng', 'perusahaan', 'langsung', 'kalau', 'studi', 'independen', 'kaya', 'bootcamp', 'online', 'mengenai', 'hardskill', 'dunia', 'kerja', 'bareng', 'expert']",magang studi independen magang praktik kerja bareng usaha langsung kalau studi independen kaya bootcamp online kena hardskill dunia kerja bareng expert,Independent Study Internships Internship Job Training Together with the Company Directly If the Independent Study is Rich in Bootcamp Online on HardSkill The World of Work Together with Expert,Positif
ikutan kalo mau konsultasi ikutan kali pertama studi independen kedua magang perusahaan terus dilanjut reguler kalo dulu banyakin apply kalo sekarang lebih nama kampus coba cari nama lowongan namanya ga pahami,pengalaman keseluruhan,1.01E+18,harianpras,Sun May 12 12:06:01 +0000 2024,"['ikutan', 'kalo', 'mau', 'konsultasi', 'ikutan', 'kali', 'pertama', 'studi', 'independen', 'kedua', 'magang', 'perusahaan', 'terus', 'dilanjut', 'reguler', 'kalo', 'dulu', 'banyakin', 'apply', 'kalo', 'sekarang', 'lebih', 'nama', 'kampus', 'coba', 'cari', 'nama', 'lowongan', 'namanya', 'ga', 'pahami']",ikut kalo mau konsultasi ikut kali pertama studi independen dua magang usaha terus lanjut reguler kalo dulu banyakin apply kalo sekarang lebih nama kampus coba cari nama lowong nama ga paham,follow up if you want a consultation to take the first time the independent study of the two apprenticeship companies continue to be regular if you used to apply for a lot if now the name of the campus try to find the name of the vacancy not understand,Positif
pernah sedang mengikuti keg kampus merdeka misal magang msib studi independen pmm,pengalaman keseluruhan,1.44E+18,SleepyGirl1221,Sun May 12 07:54:20 +0000 2024,"['pernah', 'sedang', 'mengikuti', 'keg', 'kampus', 'merdeka', 'misal', 'magang', 'msib', 'studi', 'independen', 'pmm']",pernah sedang ikut keg kampus merdeka misal magang msib studi independen pmm,"once followed the independent campus, for example, an independent study of PMM MSIB",Netral
 semester daftar studi independen msib buat konversi kkn yaynay kasih tau plus minusnya dong tia,pengalaman keseluruhan,1.05E+18,collegemenfess,Sat May 11 16:39:28 +0000 2024,"['semester', 'daftar', 'studi', 'independen', 'msib', 'buat', 'konversi', 'kkn', 'yaynay', 'kasih', 'tau', 'plus', 'minusnya', 'dong', 'tia']",semester daftar studi independen msib buat konversi kkn yaynay kasih tau plus minus dong tia,semester list of independent msib studies for the conversion of KKN Yaynay tell us plus minus dong tia,Negatif
hmmm thanksjadi review yang mau ikut stupen studi independen mbkm pikir dulu mau ambil semester berapa nantinya menyulitkan kalian konversi matakuliah dikonversi sks apa keuntungan mengikuti stupen,pengalaman keseluruhan,1.26E+18,deeepinsideU,Fri May 10 08:42:30 +0000 2024,"['hmmm', 'thanksjadi', 'review', 'yang', 'mau', 'ikut', 'stupen', 'studi', 'independen', 'mbkm', 'pikir', 'dulu', 'mau', 'ambil', 'semester', 'berapa', 'nantinya', 'menyulitkan', 'kalian', 'konversi', 'matakuliah', 'dikonversi', 'sks', 'apa', 'keuntungan', 'mengikuti', 'stupen']",hmmm thanksjadi review yang mau ikut stupen studi independen mbkm pikir dulu mau ambil semester berapa nanti sulit kalian konversi matakuliah konversi sks apa untung ikut stupen,hmmm thanks to a review that wants to take part in an independent study of MBKM thinking that you want to take what semester will make it difficult for you,Negatif
raih kesempatan belajar coding gratis bersama ahli bidangnya tunggu daftar sekarang link sibdicoding sib msib sibatdicoding dicodingindonesia studiindependen msib magangmerdeka,administrasi,2826650155,dicoding,Fri May 10 08:17:38 +0000 2024,"['raih', 'kesempatan', 'belajar', 'coding', 'gratis', 'bersama', 'ahli', 'bidangnya', 'tunggu', 'daftar', 'sekarang', 'link', 'sibdicoding', 'sib', 'msib', 'sibatdicoding', 'dicodingindonesia', 'studiindependen', 'msib', 'magangmerdeka']",raih sempat ajar coding gratis sama ahli bidang tunggu daftar sekarang link sibdicoding sib msib sibatdicoding dicodingindonesia studiindependen msib magangmerdeka,"Achieve the opportunity to learn free coding with experts in the field, wait for the current list of sibdicoding sib msib sibatdicoding dicodingindonesia studies.",Positif
